"pid","location","lat","lon"
25305,"20 ALSTON AV",41.3176569,-72.969727
25306,"16 ALSTON AV",41.31748,-72.969801
25307,"10 ALSTON AV",41.31718,-72.969639
25308,"2135 CHAPEL ST",41.3172349,-72.969892
25309,"2141 CHAPEL ST",41.317287,-72.970139
25310,"2151 CHAPEL ST",41.317429,-72.970366
25311,"986 FOREST RD",41.3193744,-72.9737382
25312,"FOREST RD",41.3192911,-72.9702642
25313,"1020 FOREST RD",41.32009,-72.970359
25314,"986 FOREST RD",41.3193744,-72.9737382
25315,"154 KOHARY DR",41.3190069,-72.97611
25316,"140 KOHARY DR",41.3194621,-72.9763259
25317,"126 KOHARY DR",41.319737,-72.9763226
25318,"116 KOHARY DR",41.319982,-72.976134
25319,"106 KOHARY DR",41.3202587,-72.9761893
25320,"96 KOHARY DR",41.320523,-72.9759739
25321,"86 KOHARY DR",41.320789,-72.975897
25322,"KOHARY DR",41.319428,-72.9765906
25323,"200 KOHARY DR",41.317945,-72.975803
25324,"190 KOHARY DR",41.318171,-72.975709
25325,"180 KOHARY DR",41.318423,-72.975619
25326,"415 STEVENSON RD",41.3146761,-72.9761717
25327,"425 STEVENSON RD",41.314921,-72.976111
25328,"435 STEVENSON RD",41.315167,-72.9760809
25329,"445 STEVENSON RD",41.315415,-72.976054
25330,"455 STEVENSON RD",41.31566,-72.976023
25331,"465 STEVENSON RD",41.315906,-72.975992
25332,"475 STEVENSON RD",41.316154,-72.975933
25333,"470 STEVENSON RD",41.31669,-72.975741
25334,"460 STEVENSON RD",41.316699,-72.97607
25335,"450 STEVENSON RD",41.316388,-72.9763399
25336,"446 STEVENSON RD",41.316065,-72.976708
25337,"440 STEVENSON RD",41.315844,-72.976615
25338,"430 STEVENSON RD",41.315656,-72.976703
25339,"420 STEVENSON RD",41.315466,-72.976791
25340,"410 STEVENSON RD",41.315262,-72.976884
25341,"400 STEVENSON RD",41.315039,-72.976749
25342,"390 STEVENSON RD",41.314753,-72.976674
25343,"374 STEVENSON RD",41.314793,-72.976968
25344,"370 STEVENSON RD",41.314921,-72.977205
25345,"FOREST RD",41.3192911,-72.9702642
25346,"FOREST RD",41.3192911,-72.9702642
25347,"KOHARY DR",41.319428,-72.9765906
25348,"FOREST RD",41.3192911,-72.9702642
25349,"FOREST RD",41.3192911,-72.9702642
25350,"KOHARY DR",41.319428,-72.9765906
25351,NA,40.6004643,-73.752093
25352,"270 KOHARY DR",41.316279,-72.976761
25353,"260 KOHARY DR",41.316556,-72.976597
25354,"250 KOHARY DR",41.31676,-72.976393
25355,"240 KOHARY DR",41.317,-72.9762159
25356,"230 KOHARY DR",41.3172479,-72.9761193
25357,"220 KOHARY DR",41.317484,-72.976
25358,"210 KOHARY DR",41.3177137,-72.9759194
25359,"375 STEVENSON RD",41.314375,-72.977178
25360,"385 STEVENSON RD",41.314324,-72.976837
25361,"395 STEVENSON RD",41.314272,-72.976493
25362,"405 STEVENSON RD",41.314212,-72.976118
25363,"FOREST RD",41.3192911,-72.9702642
25364,"45 SPENCER PL",41.314913,-72.977906
25365,"35 SPENCER PL",41.3151875,-72.9777311
25366,"25 SPENCER PL",41.315391,-72.977509
25367,"15 SPENCER PL",41.3156422,-72.9773583
25368,"5 SPENCER PL",41.315878,-72.9770999
25369,"345 STEVENSON RD",41.314525,-72.978188
25370,NA,40.6004643,-73.752093
25371,"355 STEVENSON RD",41.314474,-72.97785
25372,"365 STEVENSON RD",41.314426,-72.97752
25373,"360 STEVENSON RD",41.314915,-72.977481
25374,"180 WHITTIER RD",41.316717,-72.977814
25375,"170 WHITTIER RD",41.317002,-72.977621
25376,"86 BYRON PL",41.317196,-72.977364
25377,"235 KOHARY DR",41.3174319,-72.976596
25378,"245 KOHARY DR",41.31715,-72.9767063
25379,"255 KOHARY DR",41.316949,-72.976979
25380,"265 KOHARY DR",41.316728,-72.9772
25381,"78 BYRON PL",41.317385,-72.977059
25382,"200 WHITTIER RD",41.3164874,-72.9774037
25383,"210 STEVENSON RD",41.317395,-72.978719
25384,"161 WHITTIER RD",41.317443,-72.978154
25385,"175 WHITTIER RD",41.317181,-72.978239
25386,"185 WHITTIER RD",41.316894,-72.978389
25387,"195 WHITTIER RD",41.316504,-72.978429
25388,"207 WHITTIER RD",41.316235,-72.978132
25389,"6 SPENCER PL",41.316064,-72.977724
25390,"16 SPENCER PL",41.3157759,-72.9778678
25391,"26 SPENCER PL",41.3155356,-72.9780526
25392,"36 SPENCER PL",41.315322,-72.978345
25393,"46 SPENCER PL",41.315043,-72.97853
25394,"294 STEVENSON RD",41.315119,-72.978933
25395,"284 STEVENSON RD",41.315426,-72.978861
25396,"270 STEVENSON RD",41.3157179,-72.978786
25397,"262 STEVENSON RD",41.316016,-72.978728
25398,"250 STEVENSON RD",41.316305,-72.978834
25399,"240 STEVENSON RD",41.316592,-72.978849
25400,"230 STEVENSON RD",41.3168425,-72.9788868
25401,"220 STEVENSON RD",41.317147,-72.9788429
25402,"205 STEVENSON RD",41.3175359,-72.979421
25403,"215 STEVENSON RD",41.317269,-72.979437
25404,"225 STEVENSON RD",41.3169899,-72.979451
25405,"235 STEVENSON RD",41.31671,-72.979469
25406,"245 STEVENSON RD",41.316428,-72.979483
25407,"257 STEVENSON RD",41.316117,-72.9795
25408,"271 STEVENSON RD",41.315774,-72.979519
25409,"STEVENSON RD",41.3178366,-72.9790479
25410,"285 STEVENSON RD",41.315336,-72.979546
25411,"295 STEVENSON RD",41.315013,-72.979577
25412,"305 STEVENSON RD",41.314696,-72.979401
25413,"315 STEVENSON RD",41.31462,-72.978883
25414,"325 STEVENSON RD",41.314598,-72.9785089
25415,"147 KOHARY DR",41.319021,-72.976694
25416,"165 KOHARY DR",41.3186929,-72.976451
25417,"205 KOHARY DR",41.318326,-72.976262
25418,"215 KOHARY DR",41.318019,-72.9763679
25419,"225 KOHARY DR",41.3177611,-72.9764382
25420,"70 BYRON PL",41.3176571,-72.9768248
25421,"60 BYRON PL",41.3179775,-72.9768046
25422,"50 BYRON PL",41.318255,-72.97677
25423,"40 BYRON PL",41.31852,-72.976827
25424,"30 BYRON PL",41.318803,-72.976907
25425,"70 WHITTIER RD",41.319773,-72.977486
25426,"5 BYRON PL",41.319544,-72.977006
25427,"11 BYRON PL",41.319332,-72.977253
25428,"21 BYRON PL",41.319029,-72.977429
25429,"31 BYRON PL",41.318698,-72.977457
25430,"41 BYRON PL",41.318413,-72.977405
25431,"51 BYRON PL",41.3181496,-72.977302
25432,"65 BYRON PL",41.317861,-72.977318
25433,"83 BYRON PL",41.317604,-72.977571
25434,"150 WHITTIER RD",41.317868,-72.977713
25435,"138 WHITTIER RD",41.3181438,-72.9778318
25436,"126 WHITTIER RD",41.318396,-72.977838
25437,"114 WHITTIER RD",41.318679,-72.977841
25438,"104 WHITTIER RD",41.318978,-72.97782
25439,"94 WHITTIER RD",41.319259,-72.977784
25440,"80 WHITTIER RD",41.3195286,-72.9777034
25441,"110 STEVENSON RD",41.320051,-72.978359
25442,"71 WHITTIER RD",41.3199321,-72.9780338
25443,"81 WHITTIER RD",41.319683,-72.978196
25444,"91 WHITTIER RD",41.319403,-72.978348
25445,"99 WHITTIER RD",41.319104,-72.978381
25446,"111 WHITTIER RD",41.318829,-72.978399
25447,"119 WHITTIER RD",41.318556,-72.9784169
25448,"129 WHITTIER RD",41.318259,-72.97843
25449,"139 WHITTIER RD",41.317971,-72.978335
25450,"149 WHITTIER RD",41.3177302,-72.9781935
25451,"200 STEVENSON RD",41.317655,-72.978709
25452,"190 STEVENSON RD",41.3179735,-72.9788079
25453,"180 STEVENSON RD",41.318199,-72.978792
25454,"170 STEVENSON RD",41.318474,-72.978788
25455,"160 STEVENSON RD",41.318746,-72.978769
25456,"150 STEVENSON RD",41.3190609,-72.9787515
25457,"140 STEVENSON RD",41.319298,-72.978731
25458,"130 STEVENSON RD",41.3195822,-72.9786676
25459,"120 STEVENSON RD",41.319809,-72.97852
25460,"109 STEVENSON RD",41.320322,-72.979106
25461,"125 STEVENSON RD",41.319942,-72.979234
25462,"137 STEVENSON RD",41.3196103,-72.9791757
25463,"145 STEVENSON RD",41.319216,-72.979334
25464,"155 STEVENSON RD",41.318933,-72.97935
25465,"165 STEVENSON RD",41.318638,-72.979365
25466,"175 STEVENSON RD",41.318344,-72.979381
25467,"185 STEVENSON RD",41.318064,-72.979396
25468,"195 STEVENSON RD",41.317812,-72.9793457
25469,"60 WHITTIER RD",41.320026,-72.977331
25470,"50 WHITTIER RD",41.320277,-72.977179
25471,"40 WHITTIER RD",41.320528,-72.977024
25472,"30 WHITTIER RD",41.32079,-72.976855
25473,"83 KOHARY DR",41.32097,-72.97651
25474,"95 KOHARY DR",41.320621,-72.976586
25475,"105 KOHARY DR",41.320336,-72.976709
25476,"115 KOHARY DR",41.3200806,-72.9767609
25477,"125 KOHARY DR",41.319809,-72.976937
25478,"100 STEVENSON RD",41.320296,-72.978199
25479,"90 STEVENSON RD",41.320547,-72.978038
25480,"80 STEVENSON RD",41.320797,-72.977878
25481,"68 STEVENSON RD",41.3210613,-72.9777181
25482,"58 STEVENSON RD",41.321264,-72.977516
25483,"46 STEVENSON RD",41.321463,-72.9772512
25484,"36 STEVENSON RD",41.321572,-72.976938
25485,"26 STEVENSON RD",41.321701,-72.976652
25486,"45 KOHARY DR",41.321846,-72.976289
25487,"5 WHITTIER RD",41.321497,-72.976403
25488,"15 WHITTIER RD",41.3213273,-72.9767462
25489,"23 WHITTIER RD",41.321179,-72.9770939
25490,"31 WHITTIER RD",41.320943,-72.977374
25491,"41 WHITTIER RD",41.320673,-72.977552
25492,"51 WHITTIER RD",41.3204232,-72.9777064
25493,"61 WHITTIER RD",41.3201774,-72.9778395
25494,"170 CONRAD DR",41.320786,-72.979214
25495,"156 CONRAD DR",41.321062,-72.978942
25496,"146 CONRAD DR",41.321346,-72.9786946
25497,"136 CONRAD DR",41.3215328,-72.9784782
25498,"126 CONRAD DR",41.3217202,-72.9782787
25499,"116 CONRAD DR",41.321916,-72.978011
25500,"106 CONRAD DR",41.322068,-72.977729
25501,"96 CONRAD DR",41.32222,-72.977428
25502,"86 CONRAD DR",41.3224005,-72.9771157
25503,"76 CONRAD DR",41.32251,-72.976834
25504,"66 CONRAD DR",41.3226813,-72.9765376
25505,"9 KOHARY DR",41.322825,-72.976186
25506,"25 KOHARY DR",41.3224898,-72.9760841
25507,"7 STEVENSON RD",41.322335,-72.976382
25508,"17 STEVENSON RD",41.322175,-72.9766814
25509,"27 STEVENSON RD",41.322046,-72.977003
25510,"37 STEVENSON RD",41.321899,-72.97732
25511,"47 STEVENSON RD",41.3217519,-72.977633
25512,"57 STEVENSON RD",41.321563,-72.97792
25513,"65 STEVENSON RD",41.321318,-72.978173
25514,"75 STEVENSON RD",41.3210776,-72.9783157
25515,"85 STEVENSON RD",41.3208235,-72.9785216
25516,"95 STEVENSON RD",41.3205617,-72.9787215
25517,"190 RAY RD",41.324382,-72.977108
25518,"182 RAY RD",41.324326,-72.976908
25519,"170 RAY RD",41.324269,-72.976728
25520,"160 RAY RD",41.3242517,-72.9764974
25521,"148 RAY RD",41.324167,-72.9763229
25522,"134 RAY RD",41.324108,-72.976125
25523,"124 RAY RD",41.324071,-72.975919
25524,"114 RAY RD",41.3241249,-72.9756582
25525,"93 MUMFORD RD",41.323534,-72.974019
25526,"85 MUMFORD RD",41.323425,-72.973595
25527,"75 MUMFORD RD",41.3232659,-72.9731
25528,"69 MUMFORD RD",41.322981,-72.97282
25529,"61 MUMFORD RD",41.322629,-72.972857
25530,"55 MUMFORD RD",41.322331,-72.972887
25531,"45 MUMFORD RD",41.322051,-72.972984
25532,"35 MUMFORD RD",41.321795,-72.973108
25533,"25 MUMFORD RD",41.321535,-72.973239
25534,"9 MUMFORD RD",41.3211889,-72.973464
25535,"99 KNOLLWOOD DR",41.32112,-72.973122
25536,"89 KNOLLWOOD DR",41.321292,-72.9728219
25537,"77 KNOLLWOOD DR",41.321512,-72.972655
25538,"65 KNOLLWOOD DR",41.321734,-72.972492
25539,"55 KNOLLWOOD DR",41.321967,-72.9723549
25540,"45 KNOLLWOOD DR",41.322218,-72.972294
25541,"35 KNOLLWOOD DR",41.322471,-72.972275
25542,"25 KNOLLWOOD DR",41.322719,-72.972249
25543,"15 KNOLLWOOD DR",41.323035,-72.972236
25544,"90 MUMFORD RD",41.323021,-72.974081
25545,"74 MUMFORD RD",41.322868,-72.973605
25546,"60 MUMFORD RD",41.32259,-72.973616
25547,"50 MUMFORD RD",41.322344,-72.973659
25548,"40 MUMFORD RD",41.322095,-72.97376
25549,"30 MUMFORD RD",41.32183,-72.973855
25550,"20 MUMFORD RD",41.3215689,-72.973943
25551,"10 MUMFORD RD",41.3212649,-72.974046
25552,"231 KNOLLWOOD DR",41.321378,-72.974438
25553,"245 KNOLLWOOD DR",41.321687,-72.974427
25554,"259 KNOLLWOOD DR",41.3220839,-72.974349
25555,"275 KNOLLWOOD DR",41.322486,-72.97424
25556,"285 KNOLLWOOD DR",41.322756,-72.974165
25557,"76 KOHARY DR",41.321065,-72.975898
25558,"66 KOHARY DR",41.3213221,-72.9758367
25559,"56 KOHARY DR",41.3215979,-72.9757478
25560,"46 KOHARY DR",41.321864,-72.975679
25561,"36 KOHARY DR",41.3221343,-72.9755907
25562,"26 KOHARY DR",41.322414,-72.9755179
25563,"16 KOHARY DR",41.322716,-72.975464
25564,"10 KOHARY DR",41.323031,-72.975657
25565,"30 CONRAD DR",41.323156,-72.97536
25566,"20 CONRAD DR",41.323451,-72.975153
25567,"CONRAD DR",41.3221255,-72.9780114
25568,"320 KNOLLWOOD DR",41.323823,-72.974645
25569,"310 KNOLLWOOD DR",41.323554,-72.974705
25570,"300 KNOLLWOOD DR",41.323283,-72.974783
25571,"290 KNOLLWOOD DR",41.323011,-72.974861
25572,"280 KNOLLWOOD DR",41.322738,-72.974937
25573,"270 KNOLLWOOD DR",41.3224639,-72.975012
25574,"260 KNOLLWOOD DR",41.322189,-72.975091
25575,"250 KNOLLWOOD DR",41.321909,-72.975146
25576,"240 KNOLLWOOD DR",41.321598,-72.975207
25577,"230 KNOLLWOOD DR",41.321229,-72.975291
25578,"226 KNOLLWOOD DR",41.320935,-72.975031
25579,"220 KNOLLWOOD DR",41.320822,-72.9744879
25580,"190 KNOLLWOOD DR",41.320737,-72.974144
25581,"120 KNOLLWOOD DR",41.320661,-72.973816
25582,"112 KNOLLWOOD DR",41.320574,-72.973435
25583,"104 KNOLLWOOD DR",41.320507,-72.973003
25584,"94 KNOLLWOOD DR",41.320578,-72.972571
25585,"KNOLLWOOD DR",41.3224866,-72.9746376
25586,"60 KNOLLWOOD DR",41.321407,-72.9717919
25587,"54 KNOLLWOOD DR",41.321693,-72.971732
25588,"46 KNOLLWOOD DR",41.321954,-72.971614
25589,"30 KNOLLWOOD DR",41.322493,-72.971545
25590,"40 LAUREL RD",41.322829,-72.971514
25591,"100 EDGEWOOD #WY",37.0435567,-95.6513362
25592,"90 EDGEWOOD #WY",33.5988337,-117.5867453
25593,"80 EDGEWOOD #WY",33.598857,-117.5867309
25594,"70 EDGEWOOD #WY",33.5988804,-117.5867164
25595,"62 EDGEWOOD #WY",33.598899,-117.5867049
25596,"52 EDGEWOOD #WY",33.5989223,-117.5866905
25597,"42 EDGEWOOD #WY",33.5989457,-117.5866761
25598,"34 EDGEWOOD #WY",33.5989643,-117.5866645
25599,"26 EDGEWOOD #WY",33.598983,-117.586653
25600,"18 EDGEWOOD #WY",33.599314,-117.586214
25601,"184 HEMLOCK RD",41.325922,-72.975419
25602,"170 HEMLOCK RD",41.3258497,-72.9751748
25603,"160 HEMLOCK RD",41.325752,-72.974974
25604,"90 MARLIN DR",41.325573,-72.975172
25605,"78 MARLIN DR",41.32543,-72.97527
25606,"60 MARLIN DR",41.325287,-72.975369
25607,"50 MARLIN DR",41.3251152,-72.9754656
25608,"40 MARLIN DR",41.324986,-72.975574
25609,"30 MARLIN DR",41.324837,-72.97568
25610,"20 MARLIN DR",41.324686,-72.975781
25611,"10 MARLIN DR",41.32452,-72.975911
25612,"55 LAKE VIEW TER",41.3596573,-72.9277997
25613,"67 LAKE VIEW TER",41.3599474,-72.9276607
25614,"85 LAKE VIEW TER",41.3039081,-72.9704186
25615,"95 LAKE VIEW TER",41.3038618,-72.9708692
25616,"105 LAKE VIEW TER",41.3607915,-72.9272014
25617,"115 LAKE VIEW TER",41.3610797,-72.9270403
25618,"125 LAKE VIEW TER",41.3613678,-72.9268792
25619,"145 LAKE VIEW TER",41.3255634,-72.9756459
25620,"155 LAKE VIEW TER",41.3621936,-72.9264009
25621,"130 HEMLOCK RD",41.325613,-72.974585
25622,"120 HEMLOCK RD",41.325563,-72.9743574
25623,"110 HEMLOCK RD",41.3254821,-72.9741361
25624,"42 BIRCH DR",41.3252641,-72.9743226
25625,"36 BIRCH DR",41.3251143,-72.9744415
25626,"30 BIRCH DR",41.324968,-72.974551
25627,"24 BIRCH DR",41.324818,-72.974654
25628,"14 BIRCH DR",41.3246537,-72.9747522
25629,"10 BIRCH DR",41.32452,-72.974862
25630,"4 BIRCH DR",41.324356,-72.97499
25631,"15 MARLIN DR",41.3244242,-72.9754568
25632,"25 MARLIN DR",41.3245519,-72.9752931
25633,"35 MARLIN DR",41.3246925,-72.9751888
25634,"45 MARLIN DR",41.3248821,-72.9750803
25635,"65 MARLIN DR",41.3251098,-72.9749041
25636,"77 MARLIN DR",41.3252807,-72.9748519
25637,"107 MARLIN DR",41.3254228,-72.9747155
25638,"80 HEMLOCK RD",41.3253503,-72.9737092
25639,"70 HEMLOCK RD",41.3252487,-72.9734485
25640,"50 HEMLOCK RD",41.325063,-72.97332
25641,"40 HEMLOCK RD",41.324967,-72.973065
25642,"189 MARVELWOOD DR",41.324896,-72.972733
25643,"227 MARVELWOOD DR",41.324683,-72.973415
25644,"237 MARVELWOOD DR",41.32446,-72.973581
25645,"251 MARVELWOOD DR",41.324305,-72.973668
25646,"261 MARVELWOOD DR",41.32414,-72.973769
25647,"275 MARVELWOOD DR",41.323958,-72.9738321
25648,"55 RAY RD",41.324137,-72.974401
25649,"9 BIRCH DR",41.3243158,-72.9743929
25650,"15 BIRCH DR",41.3244325,-72.9744191
25651,"21 BIRCH DR",41.3246275,-72.9741821
25652,"29 BIRCH DR",41.32477,-72.973989
25653,"39 BIRCH DR",41.32499,-72.973837
25654,"45 BIRCH DR",41.3251769,-72.973713
25655,"130 MARVELWOOD DR",41.3249106,-72.9714867
25656,"120 MARVELWOOD DR",41.3249896,-72.9712655
25657,"100 MARVELWOOD DR",41.3251104,-72.9710676
25658,"90 MARVELWOOD DR",41.3251959,-72.9708539
25659,"70 MARVELWOOD DR",41.3252979,-72.970614
25660,"118 VISTA TER",41.2649319,-72.8648766
25661,"110 VISTA TER",41.265032,-72.8651679
25662,"102 VISTA TER",41.2651321,-72.8654593
25663,"96 VISTA TER",41.2652422,-72.8657165
25664,"88 VISTA TER",41.265415,-72.8661022
25665,"80 VISTA TER",41.2655622,-72.8664104
25666,"74 VISTA TER",41.2656685,-72.8666465
25667,"66 VISTA TER",41.2657857,-72.866976
25668,"58 VISTA TER",41.2658434,-72.8673375
25669,"50 VISTA TER",41.2660171,-72.8677719
25670,"42 VISTA TER",41.2657622,-72.8680949
25671,"32 VISTA TER",41.265452,-72.8689261
25672,"28 VISTA TER",41.3817235,-72.8944969
25673,"20 VISTA TER",41.4041394,-72.8956943
25674,"12 VISTA TER",41.4038681,-72.8956746
25675,"10 VISTA TER",41.4038002,-72.8956697
25676,"55 LAUREL RD",41.323366,-72.97154
25677,"65 LAUREL RD",41.3234319,-72.971739
25678,"75 LAUREL RD",41.3235307,-72.9719645
25679,"115 LAUREL RD",41.323687,-72.971572
25680,"10 KENTER PL",41.323814,-72.971319
25681,"127 LAUREL RD",41.323931,-72.971824
25682,"137 LAUREL RD",41.324121,-72.971815
25683,"12 KENTER PL",41.324014,-72.971292
25684,"155 LAUREL RD",41.324264,-72.971442
25685,"165 LAUREL RD",41.324459,-72.971375
25686,"20 KENTER PL",41.324705,-72.970979
25687,"189 LAUREL RD",41.324713,-72.971618
25688,"200 MARVELWOOD DR",41.3245363,-72.9727228
25689,"160 LAUREL RD",41.324567,-72.972304
25690,"140 LAUREL RD",41.324153,-72.972474
25691,"110 LAUREL RD",41.323807,-72.972579
25692,"90 LAUREL RD",41.323492,-72.972592
25693,"276 MARVELWOOD DR",41.3236599,-72.973271
25694,"266 MARVELWOOD DR",41.3239317,-72.97323
25695,"240 MARVELWOOD DR",41.324073,-72.973023
25696,"230 MARVELWOOD DR",41.324227,-72.972943
25697,"220 MARVELWOOD DR",41.3243783,-72.9729278
25698,"428 FOUNTAIN ST",41.327218,-72.974529
25699,"424 FOUNTAIN ST",41.327167,-72.974322
25700,"408 FOUNTAIN ST #3-C",41.326771,-72.974023
25701,"408 FOUNTAIN ST #3-D",41.326771,-72.974023
25702,"408 FOUNTAIN ST #3-A",41.326771,-72.974023
25703,"408 FOUNTAIN ST #3-B",41.326771,-72.974023
25704,"412 FOUNTAIN ST #A4-C",41.3267449,-72.9740414
25705,"412 FOUNTAIN ST #B4-D",41.3267449,-72.9740414
25706,"414 FOUNTAIN ST #A5-B",41.3267549,-72.9739973
25707,"414 FOUNTAIN ST #B5-B",41.3267549,-72.9739973
25708,"416 FOUNTAIN ST #A",41.3267264,-72.9740204
25709,"416 FOUNTAIN ST #B",41.3267264,-72.9740204
25710,"416 FOUNTAIN ST #C",41.3267264,-72.9740204
25711,"416 FOUNTAIN ST #D",41.3267264,-72.9740204
25712,"420 FOUNTAIN ST #A",42.8602577,-90.1839376
25713,"420 FOUNTAIN ST #B",42.8602577,-90.1839376
25714,"420 FOUNTAIN ST #C",42.8602577,-90.1839376
25715,"420 FOUNTAIN ST #D",42.8602577,-90.1839376
25716,"400 FOUNTAIN ST",41.326664,-72.973507
25717,"374 FOUNTAIN ST",41.326762,-72.973015
25718,"368 FOUNTAIN ST",41.326756,-72.972564
25719,"366 FOUNTAIN ST",41.326112,-72.972922
25720,"FOUNTAIN ST",41.327565,-72.9745361
25721,"364 FOUNTAIN ST",41.32587,-72.971887
25722,"360 FOUNTAIN ST #1",41.326572,-72.971084
25723,"360 FOUNTAIN ST #2",41.326572,-72.971084
25724,"360 FOUNTAIN ST #3",41.326572,-72.971084
25725,"360 FOUNTAIN ST #4",41.326572,-72.971084
25726,"360 FOUNTAIN ST #5",41.326572,-72.971084
25727,"360 FOUNTAIN ST #6",41.326572,-72.971084
25728,"360 FOUNTAIN ST #7",41.326572,-72.971084
25729,"360 FOUNTAIN ST #8",41.326572,-72.971084
25730,"360 FOUNTAIN ST #9",41.326572,-72.971084
25731,"360 FOUNTAIN ST #10",41.326572,-72.971084
25732,"360 FOUNTAIN ST #11",41.326572,-72.971084
25733,"360 FOUNTAIN ST #12",41.326572,-72.971084
25734,"360 FOUNTAIN ST #13",41.326572,-72.971084
25735,"360 FOUNTAIN ST #14",41.326572,-72.971084
25736,"360 FOUNTAIN ST #15",41.326572,-72.971084
25737,"360 FOUNTAIN ST #16",41.326572,-72.971084
25738,"360 FOUNTAIN ST #17",41.326572,-72.971084
25739,"360 FOUNTAIN ST #18",41.326572,-72.971084
25740,"360 FOUNTAIN ST #19",41.326572,-72.971084
25741,"360 FOUNTAIN ST #20",41.326572,-72.971084
25742,"360 FOUNTAIN ST #21",41.326572,-72.971084
25743,"360 FOUNTAIN ST #22",41.326572,-72.971084
25744,"360 FOUNTAIN ST #23",41.326572,-72.971084
25745,"360 FOUNTAIN ST #24",41.326572,-72.971084
25746,"360 FOUNTAIN ST #25",41.326572,-72.971084
25747,"360 FOUNTAIN ST #26",41.326572,-72.971084
25748,"360 FOUNTAIN ST #27",41.326572,-72.971084
25749,"360 FOUNTAIN ST #28",41.326572,-72.971084
25750,"360 FOUNTAIN ST #29",41.326572,-72.971084
25751,"360 FOUNTAIN ST #30",41.326572,-72.971084
25752,"360 FOUNTAIN ST #31",41.326572,-72.971084
25753,"360 FOUNTAIN ST #32",41.326572,-72.971084
25754,"360 FOUNTAIN ST #33",41.326572,-72.971084
25755,"360 FOUNTAIN ST #34",41.326572,-72.971084
25756,"360 FOUNTAIN ST #35",41.326572,-72.971084
25757,"360 FOUNTAIN ST #36",41.326572,-72.971084
25758,"360 FOUNTAIN ST #37",41.326572,-72.971084
25759,"360 FOUNTAIN ST #38",41.326572,-72.971084
25760,"360 FOUNTAIN ST #39",41.326572,-72.971084
25761,"360 FOUNTAIN ST #40",41.326572,-72.971084
25762,"360 FOUNTAIN ST #41",41.326572,-72.971084
25763,"360 FOUNTAIN ST #42",41.326572,-72.971084
25764,"360 FOUNTAIN ST #43",41.326572,-72.971084
25765,"360 FOUNTAIN ST #44",41.326572,-72.971084
25766,"310 FOUNTAIN ST",41.327042,-72.970178
25767,"306 FOUNTAIN ST",41.327059,-72.970015
25768,"FOUNTAIN ST",41.327565,-72.9745361
25769,"302 FOUNTAIN ST",41.327061,-72.969847
25770,"298 FOUNTAIN ST",41.326892,-72.969776
25771,"294 FOUNTAIN ST",41.327126,-72.969566
25772,"290 FOUNTAIN ST",41.327111,-72.969362
25773,"152 VISTA TER",41.2642737,-72.864155
25774,"148 VISTA TER",41.2643764,-72.8640855
25775,"144 VISTA TER",41.2644958,-72.8638413
25776,"140 VISTA TER",41.2646464,-72.8638193
25777,"136 VISTA TER",41.264787,-72.8639648
25778,"7 MARVELWOOD DR",41.326264,-72.970035
25779,"25 MARVELWOOD DR",41.3261326,-72.969978
25780,"35 MARVELWOOD DR",41.326078,-72.970209
25781,"45 MARVELWOOD DR",41.325987,-72.970356
25782,"55 MARVELWOOD DR",41.325909,-72.970553
25783,"65 MARVELWOOD DR",41.325787,-72.970772
25784,"77 MARVELWOOD DR",41.325667,-72.970991
25785,"95 MARVELWOOD DR",41.325537,-72.971216
25786,"105 MARVELWOOD DR",41.3253142,-72.9713972
25787,"135 MARVELWOOD DR",41.3251885,-72.971779
25788,"5 HEMLOCK RD",41.325232,-72.97208
25789,"11 HEMLOCK RD",41.325302,-72.972292
25790,"25 HEMLOCK RD",41.325377,-72.972476
25791,"37 HEMLOCK RD",41.3254469,-72.972675
25792,"47 HEMLOCK RD",41.325518,-72.972869
25793,"59 HEMLOCK RD",41.325589,-72.97306
25794,"73 HEMLOCK RD",41.325662,-72.973257
25795,"85 HEMLOCK RD",41.3257369,-72.973459
25796,"95 HEMLOCK RD",41.325807,-72.973669
25797,"109 HEMLOCK RD",41.325947,-72.973828
25798,"125 HEMLOCK RD",41.326006,-72.974096
25799,"135 HEMLOCK RD",41.3259961,-72.9743815
25800,"145 HEMLOCK RD",41.326126,-72.974525
25801,"159 HEMLOCK RD",41.326183,-72.974714
25802,"195 LAKE VIEW TER",41.3631152,-72.9257715
25803,"203 LAKE VIEW TER",41.3632753,-72.9256294
25804,"215 LAKE VIEW TER",41.4851812,-73.2295465
25805,"225 LAKE VIEW TER",41.485164,-73.2295674
25806,"235 LAKE VIEW TER",41.4851468,-73.2295882
25807,"245 LAKE VIEW TER",41.4851295,-73.2296091
25808,"255 LAKE VIEW TER",41.3269608,-72.974649
25809,"99 WEST PROSPECT ST",41.3300076,-72.9718985
25810,"1226 WHALLEY AV",41.3298004,-72.97108
25811,"1222 WHALLEY AV",41.329607,-72.971033
25812,"WHALLEY AV",41.3249823,-72.956939
25813,"WHALLEY AV",41.3249823,-72.956939
25814,"1218 WHALLEY AV",41.329623,-72.970875
25815,"1214 WHALLEY AV",41.329578,-72.970749
25816,"1210 WHALLEY AV",41.329522,-72.970615
25817,"1206 WHALLEY AV",41.329497,-72.9704469
25818,"1202 WHALLEY AV",41.3294659,-72.970274
25819,"1198 WHALLEY AV",41.329433,-72.970055
